Temperature,Soil_Moisture,Fertilizer_Content,Soil_pH,Sunlight,Yield per annum (tons/ha)
24.36350297118406,13.330981797737884,115.42642093397649,7.190811976835592,8.575967026268742,4.197089667725626
38.767857660247905,29.385542632026116,111.74469976799995,7.686725588765489,10.44345863439989,2.9436019521675734
33.29984854528513,44.282562614438376,276.56364513025915,5.501871595169996,10.081287438321272,11.405957381463825
29.966462104925917,37.95011988843025,112.38654996237653,6.999496398427995,5.2311992375501895,9.684247864157378
18.900466011060914,41.295251653765234,117.98743153215774,6.786983932574994,5.193995757931791,8.844438212270209
18.899863008405067,34.64525150198228,239.84956560449092,7.831321507153085,6.145394941959307,10.359927603551293
16.452090304204987,36.15244540330336,162.434960612635,8.124348241925041,6.888597810728298,7.446328686602803
36.654403644373375,43.213804320439365,244.1776392387953,4.548627085909548,7.267644651267861,8.793189760778644
30.02787529358022,16.235060398663368,66.34153939109632,7.19607967623517,9.437577734666762,6.073341709419365
32.70181444490114,27.02412336394132,171.89279841834608,4.7073431964789165,4.453443457326683,6.2392707685976205
15.51461235739506,14.954424881882101,58.40340004582066,6.695434660309424,4.277381633808531,8.087307822070944
39.247746304049855,49.445060359849116,65.66330086383863,5.650530916174713,7.135284503551272,9.77569679203927
35.81106602001054,47.4826702858976,276.6093633361028,5.727106398088565,9.577309537103844,11.502833298610566
20.308477766956905,6.774206511582765,84.81134277939879,5.911834013809426,5.547482743651861,2.495808093753414
19.545624180177516,36.75088276320598,183.10517056880428,6.9851697961984405,9.132035850050013,8.719310013362039
19.585112746335845,46.63617428370496,152.77390065017664,5.836199862675077,6.078625103522396,8.578470978161398
22.60605607398844,13.12589053073001,136.83583156471067,7.430796202361122,11.08868887050813,8.096404639826002
28.11891079080595,30.557535374868326,274.9583364218181,6.118109542295478,11.165519554132931,11.077095467970441
25.798625466052894,46.19697339146188,55.455849193872375,4.773412801239834,6.378297634250612,5.829304233030751
22.28072850495105,6.527569036360948,215.94742154389726,7.635039369936429,5.839950031705924,10.16191569529893
30.296322368059485,36.383912026107794,290.84860855338763,5.643033298370824,7.29043177652985,11.493429709316123
18.487346516301045,18.380705331764787,190.0420458654605,6.231067518397051,5.92425268144119,8.488762567779123
22.303616213380455,46.59782879194387,284.20561550827296,7.241775532887607,9.379070746333628,10.824980384093942
24.159046082342293,48.697621032441546,63.06446982150594,5.829824628594848,10.608517476386284,8.74081374548696
26.4017496054259,47.491992010104525,154.69832976854036,4.726342624586863,9.384737047289736,10.265039114707912
34.62939903482534,26.33963974958587,115.03944774051278,5.995684188051254,10.594803577994796,3.5781289665825655
19.991844553958995,43.791919294519104,232.70524124518244,8.277794330777214,7.175937297659793,14.387975380733256
27.85586096034029,43.00472293407817,295.3242726243117,7.066937589194232,5.250535765670887,14.491883460433698
29.810364221551062,19.359521295946504,114.13251561106195,7.185916594668828,9.903607579180736,5.539390891677237
16.161260317999943,42.30119633678048,213.54365036851863,7.02912861455056,6.883796041132431,7.533469037460922
30.18862129753596,6.665343562197168,99.52440818993503,5.295968555837748,9.37016660183306,5.397085330214409
19.263103092182288,31.832144531692386,191.33256364290247,6.17333545640912,6.165151535854125,8.545310432615898
16.62628982463199,15.350397677946637,165.98312167208405,7.5037591934532735,4.649837078453381,6.622467265740813
38.722138431333335,10.425509859977547,293.00133240788426,4.905491590212637,11.940654363902107,9.898234312604696
39.14080082686398,8.462894073314413,202.13181817411663,5.611411104358849,5.249612063444794,8.137061745645846
35.20993370291153,36.33299491451629,137.3765930217047,5.6052764338634145,11.907367951707847,11.779982835820805
